Results Table 1,,,,,,,,,,,,,,,,,
,Specimen label,,,,,,,,,,,,,,,,
1901.68,31.695,0.7269,,,,,,,,,,,,,,,
1901.7,31.6952,0.7284,,,,,,,,,,,,,,,
1901.72,31.6956,0.7271,,,,,,,,,,,,,,,
1901.74,31.6958,0.7272,,,,,,,,,,,,,,,
1901.76,31.6962,0.7273,,,,,,,,,,,,,,,
1901.78,31.6965,0.7275,,,,,,,,,,,,,,,
1901.8,31.6969,0.7289,,,,,,,,,,,,,,,
1901.82,31.6971,0.7277,,,,,,,,,,,,,,,
1901.84,31.6975,0.7273,,,,,,,,,,,,,,,
1901.86,31.6977,0.7272,,,,,,,,,,,,,,,
1901.88,31.6981,0.7284,,,,,,,,,,,,,,,
1901.9,31.6983,0.7277,,,,,,,,,,,,,,,
1901.92,31.6987,0.7262,,,,,,,,,,,,,,,
1901.94,31.6992,0.7276,,,,,,,,,,,,,,,
1901.96,31.6994,0.7284,,,,,,,,,,,,,,,
1901.98,31.6998,0.728,,,,,,,,,,,,,,,
1902,31.7002,0.7265,,,,,,,,,,,,,,,
1902.02,31.7006,0.7281,,,,,,,,,,,,,,,
1902.04,31.7008,0.7274,,,,,,,,,,,,,,,
1902.06,31.7012,0.7275,,,,,,,,,,,,,,,
1902.08,31.7015,0.7291,,,,,,,,,,,,,,,
1902.1,31.7019,0.7271,,,,,,,,,,,,,,,
1902.12,31.7023,0.7277,,,,,,,,,,,,,,,
1902.14,31.7025,0.728,,,,,,,,,,,,,,,
1902.16,31.7027,0.7278,,,,,,,,,,,,,,,
1902.18,31.7031,0.729,,,,,,,,,,,,,,,
1902.2,31.7035,0.7278,,,,,,,,,,,,,,,
1902.22,31.7037,0.7278,,,,,,,,,,,,,,,
1902.24,31.7042,0.7295,,,,,,,,,,,,,,,
1902.26,31.7044,0.7278,,,,,,,,,,,,,,,
1902.28,31.7048,0.7274,,,,,,,,,,,,,,,
1902.3,31.705,0.7279,,,,,,,,,,,,,,,
1902.32,31.7054,0.7279,,,,,,,,,,,,,,,
1902.34,31.7056,0.7282,,,,,,,,,,,,,,,
1902.36,31.706,0.7286,,,,,,,,,,,,,,,
1902.38,31.7065,0.7276,,,,,,,,,,,,,,,
1902.4,31.7067,0.7285,,,,,,,,,,,,,,,
1902.42,31.7071,0.7288,,,,,,,,,,,,,,,
1902.44,31.7073,0.7276,,,,,,,,,,,,,,,
1902.46,31.7077,0.7281,,,,,,,,,,,,,,,
1902.48,31.7079,0.7275,,,,,,,,,,,,,,,
1902.5,31.7083,0.7289,,,,,,,,,,,,,,,
1902.52,31.7085,0.7282,,,,,,,,,,,,,,,
1902.54,31.709,0.7281,,,,,,,,,,,,,,,
1902.56,31.7094,0.7284,,,,,,,,,,,,,,,
1902.58,31.7098,0.7278,,,,,,,,,,,,,,,
1902.6,31.71,0.729,,,,,,,,,,,,,,,
1902.62,31.7104,0.7282,,,,,,,,,,,,,,,
1902.64,31.7108,0.7276,,,,,,,,,,,,,,,
1902.66,31.7112,0.728,,,,,,,,,,,,,,,
1902.68,31.7115,0.7284,,,,,,,,,,,,,,,
1902.7,31.7117,0.7283,,,,,,,,,,,,,,,
1902.72,31.7121,0.7294,,,,,,,,,,,,,,,
1902.74,31.7123,0.7279,,,,,,,,,,,,,,,
1902.76,31.7127,0.7279,,,,,,,,,,,,,,,
1902.78,31.7129,0.7304,,,,,,,,,,,,,,,
1902.8,31.7133,0.7283,,,,,,,,,,,,,,,
1902.82,31.7137,0.7284,,,,,,,,,,,,,,,
1902.84,31.714,0.7292,,,,,,,,,,,,,,,
1902.86,31.7144,0.728,,,,,,,,,,,,,,,
1902.88,31.7148,0.7293,,,,,,,,,,,,,,,
1902.9,31.715,0.7283,,,,,,,,,,,,,,,
1902.92,31.7154,0.7273,,,,,,,,,,,,,,,
1902.94,31.7156,0.7289,,,,,,,,,,,,,,,
1902.96,31.716,0.7287,,,,,,,,,,,,,,,
1902.98,31.7165,0.7285,,,,,,,,,,,,,,,
1903,31.7167,0.7283,,,,,,,,,,,,,,,
1903.02,31.7171,0.728,,,,,,,,,,,,,,,
1903.04,31.7175,0.7288,,,,,,,,,,,,,,,
1903.06,31.7177,0.7284,,,,,,,,,,,,,,,
1903.08,31.7181,0.7291,,,,,,,,,,,,,,,
1903.1,31.7183,0.7282,,,,,,,,,,,,,,,
1903.12,31.7187,0.7294,,,,,,,,,,,,,,,
1903.14,31.7192,0.7287,,,,,,,,,,,,,,,
1903.16,31.7194,0.7288,,,,,,,,,,,,,,,
1903.18,31.7198,0.7286,,,,,,,,,,,,,,,
1903.2,31.72,0.7288,,,,,,,,,,,,,,,
1903.22,31.7204,0.7293,,,,,,,,,,,,,,,
1903.24,31.7208,0.7271,,,,,,,,,,,,,,,
1903.26,31.7212,0.7288,,,,,,,,,,,,,,,
1903.28,31.7217,0.7277,,,,,,,,,,,,,,,
1903.3,31.7221,0.7288,,,,,,,,,,,,,,,
1903.32,31.7223,0.7289,,,,,,,,,,,,,,,
1903.34,31.7227,0.7279,,,,,,,,,,,,,,,
1903.36,31.7229,0.7283,,,,,,,,,,,,,,,
1903.38,31.7233,0.7289,,,,,,,,,,,,,,,
1903.4,31.7235,0.7291,,,,,,,,,,,,,,,
1903.42,31.724,0.7285,,,,,,,,,,,,,,,
1903.44,31.7242,0.7283,,,,,,,,,,,,,,,
1903.46,31.7246,0.7278,,,,,,,,,,,,,,,
1903.48,31.725,0.7287,,,,,,,,,,,,,,,
1903.5,31.7252,0.7295,,,,,,,,,,,,,,,
1903.52,31.7256,0.7286,,,,,,,,,,,,,,,
1903.54,31.7258,0.7296,,,,,,,,,,,,,,,
1903.56,31.7262,0.7287,,,,,,,,,,,,,,,
1903.58,31.7265,0.7284,,,,,,,,,,,,,,,
1903.6,31.7269,0.7286,,,,,,,,,,,,,,,
1903.62,31.7273,0.7279,,,,,,,,,,,,,,,
1903.64,31.7275,0.7301,,,,,,,,,,,,,,,
1903.66,31.7279,0.7285,,,,,,,,,,,,,,,
1903.68,31.7283,0.7286,,,,,,,,,,,,,,,
1903.7,31.7285,0.7304,,,,,,,,,,,,,,,
1903.72,31.729,0.729,,,,,,,,,,,,,,,
1903.74,31.7294,0.7295,,,,,,,,,,,,,,,
1903.76,31.7296,0.7283,,,,,,,,,,,,,,,
1903.78,31.73,0.7283,,,,,,,,,,,,,,,
1903.8,31.7302,0.7293,,,,,,,,,,,,,,,
1903.82,31.7306,0.729,,,,,,,,,,,,,,,
1903.84,31.731,0.729,,,,,,,,,,,,,,,
1903.86,31.7312,0.7284,,,,,,,,,,,,,,,
1903.88,31.7317,0.7289,,,,,,,,,,,,,,,
1903.9,31.7319,0.7294,,,,,,,,,,,,,,,
1903.92,31.7323,0.7301,,,,,,,,,,,,,,,
1903.94,31.7325,0.7286,,,,,,,,,,,,,,,
1903.96,31.7329,0.7307,,,,,,,,,,,,,,,
1903.98,31.7333,0.7301,,,,,,,,,,,,,,,
1904,31.7335,0.7289,,,,,,,,,,,,,,,
1904.02,31.734,0.7302,,,,,,,,,,,,,,,
1904.04,31.7344,0.7283,,,,,,,,,,,,,,,
1904.06,31.7346,0.7289,,,,,,,,,,,,,,,
1904.08,31.735,0.7294,,,,,,,,,,,,,,,
1904.1,31.7352,0.7295,,,,,,,,,,,,,,,
1904.12,31.7356,0.7295,,,,,,,,,,,,,,,
1904.14,31.7358,0.7292,,,,,,,,,,,,,,,
1904.16,31.7362,0.7292,,,,,,,,,,,,,,,
1904.18,31.7365,0.7297,,,,,,,,,,,,,,,
1904.2,31.7369,0.7294,,,,,,,,,,,,,,,
1904.22,31.7371,0.729,,,,,,,,,,,,,,,
1904.24,31.7375,0.7294,,,,,,,,,,,,,,,
1904.26,31.7379,0.7306,,,,,,,,,,,,,,,
1904.28,31.7381,0.73,,,,,,,,,,,,,,,
1904.3,31.7385,0.7291,,,,,,,,,,,,,,,
1904.32,31.7387,0.7289,,,,,,,,,,,,,,,
1904.34,31.7392,0.7303,,,,,,,,,,,,,,,
1904.36,31.7396,0.7299,,,,,,,,,,,,,,,
1904.38,31.7398,0.7293,,,,,,,,,,,,,,,
1904.4,31.7402,0.7314,,,,,,,,,,,,,,,
1904.42,31.7404,0.728,,,,,,,,,,,,,,,
1904.44,31.7408,0.729,,,,,,,,,,,,,,,
1904.46,31.7412,0.7295,,,,,,,,,,,,,,,
1904.48,31.7415,0.7287,,,,,,,,,,,,,,,
1904.5,31.7419,0.7298,,,,,,,,,,,,,,,
1904.52,31.7423,0.729,,,,,,,,,,,,,,,
1904.54,31.7425,0.73,,,,,,,,,,,,,,,
1904.56,31.7429,0.7305,,,,,,,,,,,,,,,
1904.58,31.7431,0.7298,,,,,,,,,,,,,,,
1904.6,31.7435,0.7292,,,,,,,,,,,,,,,
1904.62,31.7437,0.7291,,,,,,,,,,,,,,,
1904.64,31.7442,0.7302,,,,,,,,,,,,,,,
1904.66,31.7446,0.7295,,,,,,,,,,,,,,,
1904.68,31.7448,0.7298,,,,,,,,,,,,,,,
1904.7,31.745,0.7295,,,,,,,,,,,,,,,
1904.72,31.7454,0.7314,,,,,,,,,,,,,,,
1904.74,31.7456,0.7298,,,,,,,,,,,,,,,
1904.76,31.746,0.7291,,,,,,,,,,,,,,,
1904.78,31.7465,0.7321,,,,,,,,,,,,,,,
1904.8,31.7469,0.73,,,,,,,,,,,,,,,
1904.82,31.7471,0.7302,,,,,,,,,,,,,,,
1904.84,31.7473,0.7296,,,,,,,,,,,,,,,
1904.86,31.7477,0.7296,,,,,,,,,,,,,,,
1904.88,31.7479,0.7305,,,,,,,,,,,,,,,
1904.9,31.7483,0.7298,,,,,,,,,,,,,,,
1904.92,31.7485,0.7296,,,,,,,,,,,,,,,
1904.94,31.749,0.7303,,,,,,,,,,,,,,,
1904.96,31.7494,0.7297,,,,,,,,,,,,,,,
1904.98,31.7496,0.7301,,,,,,,,,,,,,,,
1905,31.75,0.7296,,,,,,,,,,,,,,,
1905.02,31.7502,0.7304,,,,,,,,,,,,,,,
1905.04,31.7506,0.7293,,,,,,,,,,,,,,,
1905.06,31.751,0.7302,,,,,,,,,,,,,,,
1905.08,31.7512,0.73,,,,,,,,,,,,,,,
1905.1,31.7517,0.7307,,,,,,,,,,,,,,,
1905.12,31.7519,0.73,,,,,,,,,,,,,,,
1905.14,31.7523,0.7297,,,,,,,,,,,,,,,
1905.16,31.7527,0.7313,,,,,,,,,,,,,,,
1905.18,31.7529,0.7297,,,,,,,,,,,,,,,
1905.2,31.7533,0.7309,,,,,,,,,,,,,,,
1905.22,31.7535,0.7312,,,,,,,,,,,,,,,
1905.24,31.754,0.7304,,,,,,,,,,,,,,,
1905.26,31.7542,0.7306,,,,,,,,,,,,,,,
1905.28,31.7546,0.7305,,,,,,,,,,,,,,,
1905.3,31.7548,0.7309,,,,,,,,,,,,,,,
1905.32,31.7552,0.7306,,,,,,,,,,,,,,,
1905.34,31.7554,0.7301,,,,,,,,,,,,,,,
1905.36,31.7558,0.7298,,,,,,,,,,,,,,,
1905.38,31.7562,0.731,,,,,,,,,,,,,,,
1905.4,31.7565,0.7298,,,,,,,,,,,,,,,
1905.42,31.7569,0.7299,,,,,,,,,,,,,,,
1905.44,31.7571,0.7305,,,,,,,,,,,,,,,
1905.46,31.7575,0.7294,,,,,,,,,,,,,,,
1905.48,31.7579,0.7316,,,,,,,,,,,,,,,
1905.5,31.7581,0.7309,,,,,,,,,,,,,,,
1905.52,31.7585,0.7308,,,,,,,,,,,,,,,
1905.54,31.759,0.7305,,,,,,,,,,,,,,,
1905.56,31.7592,0.7293,,,,,,,,,,,,,,,
1905.58,31.7596,0.7316,,,,,,,,,,,,,,,
1905.6,31.76,0.73,,,,,,,,,,,,,,,
1905.62,31.7604,0.7303,,,,,,,,,,,,,,,
1905.64,31.7608,0.7313,,,,,,,,,,,,,,,
1905.66,31.761,0.7306,,,,,,,,,,,,,,,
1905.68,31.7615,0.7306,,,,,,,,,,,,,,,
1905.7,31.7617,0.7316,,,,,,,,,,,,,,,
1905.72,31.7621,0.7304,,,,,,,,,,,,,,,
1905.74,31.7625,0.7304,,,,,,,,,,,,,,,
1905.76,31.7627,0.7306,,,,,,,,,,,,,,,
1905.78,31.7631,0.7305,,,,,,,,,,,,,,,
1905.8,31.7635,0.7308,,,,,,,,,,,,,,,
1905.82,31.7637,0.7307,,,,,,,,,,,,,,,
1905.84,31.7642,0.7299,,,,,,,,,,,,,,,
1905.86,31.7644,0.7317,,,,,,,,,,,,,,,
1905.88,31.7648,0.7303,,,,,,,,,,,,,,,
1905.9,31.765,0.73,,,,,,,,,,,,,,,
1905.92,31.7654,0.7309,,,,,,,,,,,,,,,
1905.94,31.7656,0.7298,,,,,,,,,,,,,,,
1905.96,31.766,0.7319,,,,,,,,,,,,,,,
1905.98,31.7665,0.731,,,,,,,,,,,,,,,
1906,31.7667,0.731,,,,,,,,,,,,,,,
1906.02,31.7671,0.7324,,,,,,,,,,,,,,,
1906.04,31.7675,0.7304,,,,,,,,,,,,,,,
1906.06,31.7677,0.731,,,,,,,,,,,,,,,
1906.08,31.7681,0.7323,,,,,,,,,,,,,,,
1906.1,31.7685,0.731,,,,,,,,,,,,,,,
1906.12,31.769,0.7312,,,,,,,,,,,,,,,
1906.14,31.7692,0.7305,,,,,,,,,,,,,,,
1906.16,31.7696,0.7304,,,,,,,,,,,,,,,
1906.18,31.77,0.7311,,,,,,,,,,,,,,,
1906.2,31.7702,0.7301,,,,,,,,,,,,,,,
1906.22,31.7706,0.7309,,,,,,,,,,,,,,,
1906.24,31.7708,0.7314,,,,,,,,,,,,,,,
1906.26,31.7712,0.7306,,,,,,,,,,,,,,,
1906.28,31.7717,0.7313,,,,,,,,,,,,,,,
1906.3,31.7719,0.7302,,,,,,,,,,,,,,,
1906.32,31.7723,0.7312,,,,,,,,,,,,,,,
1906.34,31.7725,0.7323,,,,,,,,,,,,,,,
1906.36,31.7729,0.7302,,,,,,,,,,,,,,,
1906.38,31.7733,0.7317,,,,,,,,,,,,,,,
1906.4,31.7735,0.731,,,,,,,,,,,,,,,
1906.42,31.774,0.7298,,,,,,,,,,,,,,,
1906.44,31.7742,0.7319,,,,,,,,,,,,,,,
1906.46,31.7746,0.7314,,,,,,,,,,,,,,,
1906.48,31.7748,0.7313,,,,,,,,,,,,,,,
1906.5,31.7752,0.7317,,,,,,,,,,,,,,,
1906.52,31.7756,0.7314,,,,,,,,,,,,,,,
1906.54,31.7758,0.7311,,,,,,,,,,,,,,,
1906.56,31.776,0.732,,,,,,,,,,,,,,,
1906.58,31.7765,0.7331,,,,,,,,,,,,,,,
1906.6,31.7769,0.7305,,,,,,,,,,,,,,,
1906.62,31.7773,0.7316,,,,,,,,,,,,,,,
1906.64,31.7775,0.7314,,,,,,,,,,,,,,,
1906.66,31.7777,0.7321,,,,,,,,,,,,,,,
1906.68,31.7781,0.7308,,,,,,,,,,,,,,,
1906.7,31.7785,0.7308,,,,,,,,,,,,,,,
1906.72,31.7787,0.7329,,,,,,,,,,,,,,,
1906.74,31.7792,0.7312,,,,,,,,,,,,,,,
1906.76,31.7794,0.7317,,,,,,,,,,,,,,,
1906.78,31.7798,0.7315,,,,,,,,,,,,,,,
1906.8,31.78,0.7305,,,,,,,,,,,,,,,
1906.82,31.7804,0.7313,,,,,,,,,,,,,,,
1906.84,31.7808,0.7314,,,,,,,,,,,,,,,
1906.86,31.7812,0.7317,,,,,,,,,,,,,,,
1906.88,31.7815,0.7327,,,,,,,,,,,,,,,
1906.9,31.7817,0.7315,,,,,,,,,,,,,,,
1906.92,31.7821,0.7312,,,,,,,,,,,,,,,
1906.94,31.7825,0.732,,,,,,,,,,,,,,,
1906.96,31.7827,0.7319,,,,,,,,,,,,,,,
1906.98,31.7831,0.732,,,,,,,,,,,,,,,
1907,31.7833,0.7326,,,,,,,,,,,,,,,
1907.02,31.7837,0.7316,,,,,,,,,,,,,,,
1907.04,31.784,0.7319,,,,,,,,,,,,,,,
1907.06,31.7842,0.7315,,,,,,,,,,,,,,,
1907.08,31.7846,0.7327,,,,,,,,,,,,,,,
1907.1,31.7848,0.7338,,,,,,,,,,,,,,,
1907.12,31.7852,0.7308,,,,,,,,,,,,,,,
1907.14,31.7854,0.7311,,,,,,,,,,,,,,,
1907.16,31.7858,0.7323,,,,,,,,,,,,,,,
1907.18,31.7862,0.7323,,,,,,,,,,,,,,,
1907.2,31.7865,0.7315,,,,,,,,,,,,,,,
1907.22,31.7869,0.7314,,,,,,,,,,,,,,,
1907.24,31.7871,0.7316,,,,,,,,,,,,,,,
1907.26,31.7875,0.732,,,,,,,,,,,,,,,
1907.28,31.7879,0.7326,,,,,,,,,,,,,,,
1907.3,31.7881,0.7317,,,,,,,,,,,,,,,
1907.32,31.7885,0.7321,,,,,,,,,,,,,,,
1907.34,31.7887,0.7316,,,,,,,,,,,,,,,
1907.36,31.7892,0.7307,,,,,,,,,,,,,,,
1907.38,31.7896,0.7324,,,,,,,,,,,,,,,
1907.4,31.7898,0.7311,,,,,,,,,,,,,,,
1907.42,31.7902,0.7324,,,,,,,,,,,,,,,
1907.44,31.7904,0.7308,,,,,,,,,,,,,,,
1907.46,31.7908,0.7327,,,,,,,,,,,,,,,
1907.48,31.7912,0.7334,,,,,,,,,,,,,,,
1907.5,31.7915,0.7312,,,,,,,,,,,,,,,
1907.52,31.7919,0.7331,,,,,,,,,,,,,,,
1907.54,31.7921,0.7335,,,,,,,,,,,,,,,
1907.56,31.7925,0.7314,,,,,,,,,,,,,,,
1907.58,31.7929,0.7327,,,,,,,,,,,,,,,
1907.6,31.7931,0.732,,,,,,,,,,,,,,,
1907.62,31.7935,0.7318,,,,,,,,,,,,,,,
1907.64,31.7937,0.7334,,,,,,,,,,,,,,,
1907.66,31.7942,0.7321,,,,,,,,,,,,,,,
1907.68,31.7944,0.7321,,,,,,,,,,,,,,,
1907.7,31.7948,0.7315,,,,,,,,,,,,,,,
1907.72,31.795,0.7325,,,,,,,,,,,,,,,
1907.74,31.7954,0.7328,,,,,,,,,,,,,,,
1907.76,31.7958,0.7326,,,,,,,,,,,,,,,
1907.78,31.796,0.7323,,,,,,,,,,,,,,,
1907.8,31.7965,0.7328,,,,,,,,,,,,,,,
1907.82,31.7969,0.7326,,,,,,,,,,,,,,,
1907.84,31.7973,0.7316,,,,,,,,,,,,,,,
1907.86,31.7975,0.7321,,,,,,,,,,,,,,,
1907.88,31.7979,0.7319,,,,,,,,,,,,,,,
1907.9,31.7981,0.7328,,,,,,,,,,,,,,,
1907.92,31.7985,0.7319,,,,,,,,,,,,,,,
1907.94,31.7987,0.7314,,,,,,,,,,,,,,,
1907.96,31.7992,0.7318,,,,,,,,,,,,,,,
1907.98,31.7996,0.7322,,,,,,,,,,,,,,,
1908,31.8,0.7323,,,,,,,,,,,,,,,
1908.02,31.8002,0.7329,,,,,,,,,,,,,,,
1908.04,31.8006,0.7325,,,,,,,,,,,,,,,
1908.06,31.801,0.7313,,,,,,,,,,,,,,,
1908.08,31.8012,0.7337,,,,,,,,,,,,,,,
1908.1,31.8017,0.734,,,,,,,,,,,,,,,
1908.12,31.8019,0.7325,,,,,,,,,,,,,,,
1908.14,31.8023,0.7322,,,,,,,,,,,,,,,
1908.16,31.8025,0.7321,,,,,,,,,,,,,,,
1908.18,31.8029,0.7341,,,,,,,,,,,,,,,
1908.2,31.8033,0.7313,,,,,,,,,,,,,,,
1908.22,31.8035,0.732,,,,,,,,,,,,,,,
1908.24,31.804,0.7334,,,,,,,,,,,,,,,
1908.26,31.8044,0.7333,,,,,,,,,,,,,,,
1908.28,31.8046,0.7339,,,,,,,,,,,,,,,
1908.3,31.805,0.7322,,,,,,,,,,,,,,,
1908.32,31.8052,0.7319,,,,,,,,,,,,,,,
1908.34,31.8056,0.7336,,,,,,,,,,,,,,,
1908.36,31.8058,0.7323,,,,,,,,,,,,,,,
1908.38,31.8062,0.7333,,,,,,,,,,,,,,,
1908.4,31.8067,0.7335,,,,,,,,,,,,,,,
1908.42,31.8069,0.7328,,,,,,,,,,,,,,,
1908.44,31.8073,0.7335,,,,,,,,,,,,,,,
1908.46,31.8077,0.733,,,,,,,,,,,,,,,
1908.48,31.8079,0.7335,,,,,,,,,,,,,,,
1908.5,31.8083,0.7336,,,,,,,,,,,,,,,
1908.52,31.8087,0.7335,,,,,,,,,,,,,,,
1908.54,31.809,0.7322,,,,,,,,,,,,,,,
1908.56,31.8094,0.7338,,,,,,,,,,,,,,,
1908.58,31.8098,0.7332,,,,,,,,,,,,,,,
1908.6,31.81,0.7345,,,,,,,,,,,,,,,
1908.62,31.8104,0.7335,,,,,,,,,,,,,,,
1908.64,31.8106,0.7321,,,,,,,,,,,,,,,
1908.66,31.811,0.7336,,,,,,,,,,,,,,,
1908.68,31.8115,0.7328,,,,,,,,,,,,,,,
1908.7,31.8119,0.734,,,,,,,,,,,,,,,
1908.72,31.8121,0.7335,,,,,,,,,,,,,,,
1908.74,31.8125,0.7317,,,,,,,,,,,,,,,
1908.76,31.8127,0.7321,,,,,,,,,,,,,,,
1908.78,31.8131,0.7336,,,,,,,,,,,,,,,
1908.8,31.8133,0.7337,,,,,,,,,,,,,,,
1908.82,31.8137,0.7333,,,,,,,,,,,,,,,
1908.84,31.8142,0.7326,,,,,,,,,,,,,,,
1908.86,31.8144,0.7329,,,,,,,,,,,,,,,
1908.88,31.8148,0.7346,,,,,,,,,,,,,,,
1908.9,31.815,0.7331,,,,,,,,,,,,,,,
1908.92,31.8154,0.7332,,,,,,,,,,,,,,,
1908.94,31.8156,0.7335,,,,,,,,,,,,,,,
1908.96,31.816,0.7327,,,,,,,,,,,,,,,
1908.98,31.8162,0.7344,,,,,,,,,,,,,,,
1909,31.8167,0.733,,,,,,,,,,,,,,,
1909.02,31.8171,0.7332,,,,,,,,,,,,,,,
1909.04,31.8173,0.7343,,,,,,,,,,,,,,,
1909.06,31.8177,0.7328,,,,,,,,,,,,,,,
1909.08,31.8179,0.7334,,,,,,,,,,,,,,,
1909.1,31.8183,0.7337,,,,,,,,,,,,,,,
1909.12,31.8187,0.7324,,,,,,,,,,,,,,,
1909.14,31.819,0.7338,,,,,,,,,,,,,,,
1909.16,31.8192,0.7331,,,,,,,,,,,,,,,
1909.18,31.8196,0.7339,,,,,,,,,,,,,,,
1909.2,31.82,0.7341,,,,,,,,,,,,,,,
1909.22,31.8202,0.7343,,,,,,,,,,,,,,,
1909.24,31.8206,0.7331,,,,,,,,,,,,,,,
1909.26,31.8208,0.7333,,,,,,,,,,,,,,,
1909.28,31.8212,0.7337,,,,,,,,,,,,,,,
1909.3,31.8215,0.734,,,,,,,,,,,,,,,
1909.32,31.8219,0.735,,,,,,,,,,,,,,,
1909.34,31.8221,0.7328,,,,,,,,,,,,,,,
1909.36,31.8225,0.7336,,,,,,,,,,,,,,,
1909.38,31.8229,0.7329,,,,,,,,,,,,,,,
1909.4,31.8231,0.7343,,,,,,,,,,,,,,,
1909.42,31.8233,0.7347,,,,,,,,,,,,,,,
1909.44,31.8237,0.7326,,,,,,,,,,,,,,,
1909.46,31.8242,0.7342,,,,,,,,,,,,,,,
1909.48,31.8244,0.7344,,,,,,,,,,,,,,,
1909.5,31.8248,0.7344,,,,,,,,,,,,,,,
1909.52,31.825,0.7342,,,,,,,,,,,,,,,
1909.54,31.8254,0.7327,,,,,,,,,,,,,,,
1909.56,31.8256,0.7331,,,,,,,,,,,,,,,
1909.58,31.826,0.7342,,,,,,,,,,,,,,,
1909.6,31.8265,0.7338,,,,,,,,,,,,,,,
1909.62,31.8267,0.7343,,,,,,,,,,,,,,,
1909.64,31.8271,0.7337,,,,,,,,,,,,,,,
1909.66,31.8273,0.7333,,,,,,,,,,,,,,,
1909.68,31.8277,0.7327,,,,,,,,,,,,,,,
1909.7,31.8281,0.7338,,,,,,,,,,,,,,,
1909.72,31.8285,0.7332,,,,,,,,,,,,,,,
1909.74,31.8287,0.7332,,,,,,,,,,,,,,,
1909.76,31.8292,0.733,,,,,,,,,,,,,,,
1909.78,31.8294,0.7338,,,,,,,,,,,,,,,
1909.8,31.8298,0.7346,,,,,,,,,,,,,,,
1909.82,31.8302,0.733,,,,,,,,,,,,,,,
1909.84,31.8306,0.7343,,,,,,,,,,,,,,,
1909.86,31.8308,0.7348,,,,,,,,,,,,,,,
1909.88,31.8312,0.7345,,,,,,,,,,,,,,,
1909.9,31.8315,0.7345,,,,,,,,,,,,,,,
1909.92,31.8319,0.7338,,,,,,,,,,,,,,,
1909.94,31.8323,0.7341,,,,,,,,,,,,,,,
1909.96,31.8325,0.7342,,,,,,,,,,,,,,,
1909.98,31.8327,0.7345,,,,,,,,,,,,,,,
1910,31.8331,0.7333,,,,,,,,,,,,,,,
1910.02,31.8335,0.7345,,,,,,,,,,,,,,,
1910.04,31.8337,0.7336,,,,,,,,,,,,,,,
1910.06,31.8342,0.7342,,,,,,,,,,,,,,,
1910.08,31.8344,0.7346,,,,,,,,,,,,,,,
1910.1,31.8348,0.7329,,,,,,,,,,,,,,,
1910.12,31.835,0.7349,,,,,,,,,,,,,,,
1910.14,31.8354,0.7341,,,,,,,,,,,,,,,
1910.16,31.8358,0.7347,,,,,,,,,,,,,,,
1910.18,31.8362,0.7342,,,,,,,,,,,,,,,
1910.2,31.8365,0.7334,,,,,,,,,,,,,,,
1910.22,31.8369,0.735,,,,,,,,,,,,,,,
1910.24,31.8371,0.7346,,,,,,,,,,,,,,,
1910.26,31.8375,0.7336,,,,,,,,,,,,,,,
1910.28,31.8377,0.7344,,,,,,,,,,,,,,,
1910.3,31.8381,0.7345,,,,,,,,,,,,,,,
1910.32,31.8385,0.7343,,,,,,,,,,,,,,,
1910.34,31.8387,0.735,,,,,,,,,,,,,,,
1910.36,31.8392,0.735,,,,,,,,,,,,,,,
1910.38,31.8396,0.7343,,,,,,,,,,,,,,,
1910.4,31.8398,0.7347,,,,,,,,,,,,,,,
1910.42,31.8402,0.7342,,,,,,,,,,,,,,,
1910.44,31.8406,0.7335,,,,,,,,,,,,,,,
1910.46,31.8408,0.7345,,,,,,,,,,,,,,,
1910.48,31.8412,0.7337,,,,,,,,,,,,,,,
1910.5,31.8415,0.7359,,,,,,,,,,,,,,,
1910.52,31.8419,0.7335,,,,,,,,,,,,,,,
1910.54,31.8423,0.7334,,,,,,,,,,,,,,,
1910.56,31.8425,0.7346,,,,,,,,,,,,,,,
1910.58,31.8429,0.7334,,,,,,,,,,,,,,,
1910.6,31.8431,0.7353,,,,,,,,,,,,,,,
1910.62,31.8435,0.7343,,,,,,,,,,,,,,,
1910.64,31.844,0.734,,,,,,,,,,,,,,,
1910.66,31.8442,0.7346,,,,,,,,,,,,,,,
1910.68,31.8446,0.7348,,,,,,,,,,,,,,,
1910.7,31.845,0.735,,,,,,,,,,,,,,,
1910.72,31.8452,0.7351,,,,,,,,,,,,,,,
1910.74,31.8456,0.7343,,,,,,,,,,,,,,,
1910.76,31.846,0.7346,,,,,,,,,,,,,,,
1910.78,31.8462,0.7353,,,,,,,,,,,,,,,
1910.8,31.8467,0.734,,,,,,,,,,,,,,,
1910.82,31.8471,0.7349,,,,,,,,,,,,,,,
1910.84,31.8473,0.7349,,,,,,,,,,,,,,,
1910.86,31.8477,0.7343,,,,,,,,,,,,,,,
1910.88,31.8481,0.7357,,,,,,,,,,,,,,,
1910.9,31.8483,0.734,,,,,,,,,,,,,,,
1910.92,31.8487,0.7349,,,,,,,,,,,,,,,
1910.94,31.8492,0.7351,,,,,,,,,,,,,,,
1910.96,31.8496,0.7339,,,,,,,,,,,,,,,
1910.98,31.8498,0.7353,,,,,,,,,,,,,,,
1911,31.8502,0.7343,,,,,,,,,,,,,,,
1911.02,31.8506,0.7348,,,,,,,,,,,,,,,
1911.04,31.8508,0.7365,,,,,,,,,,,,,,,
