Results Table 1,,,,,,,,,,,,,,,,,
,Specimen label,,,,,,,,,,,,,,,,
468.08,7.8017,0.1804,,,,,,,,,,,,,,,
468.1,7.8019,0.1807,,,,,,,,,,,,,,,
468.12,7.8023,0.1812,,,,,,,,,,,,,,,
468.14,7.8027,0.1815,,,,,,,,,,,,,,,
468.16,7.8029,0.1801,,,,,,,,,,,,,,,
468.18,7.8031,0.1807,,,,,,,,,,,,,,,
468.2,7.8035,0.1813,,,,,,,,,,,,,,,
468.22,7.804,0.1814,,,,,,,,,,,,,,,
468.24,7.8042,0.1816,,,,,,,,,,,,,,,
468.26,7.8044,0.1804,,,,,,,,,,,,,,,
468.28,7.8048,0.1798,,,,,,,,,,,,,,,
468.3,7.8052,0.1821,,,,,,,,,,,,,,,
468.32,7.8054,0.1807,,,,,,,,,,,,,,,
468.34,7.8058,0.1818,,,,,,,,,,,,,,,
468.36,7.8062,0.1831,,,,,,,,,,,,,,,
468.38,7.8065,0.1824,,,,,,,,,,,,,,,
468.4,7.8067,0.1834,,,,,,,,,,,,,,,
468.42,7.8071,0.1816,,,,,,,,,,,,,,,
468.44,7.8075,0.1812,,,,,,,,,,,,,,,
468.46,7.8079,0.1815,,,,,,,,,,,,,,,
468.48,7.8081,0.1828,,,,,,,,,,,,,,,
468.5,7.8085,0.1819,,,,,,,,,,,,,,,
468.52,7.8087,0.1832,,,,,,,,,,,,,,,
468.54,7.8092,0.183,,,,,,,,,,,,,,,
468.56,7.8096,0.1812,,,,,,,,,,,,,,,
468.58,7.8098,0.1814,,,,,,,,,,,,,,,
468.6,7.8102,0.1801,,,,,,,,,,,,,,,
468.62,7.8104,0.1824,,,,,,,,,,,,,,,
468.64,7.8108,0.1816,,,,,,,,,,,,,,,
468.66,7.8112,0.1806,,,,,,,,,,,,,,,
468.68,7.8115,0.1816,,,,,,,,,,,,,,,
468.7,7.8119,0.1802,,,,,,,,,,,,,,,
468.72,7.8121,0.1821,,,,,,,,,,,,,,,
468.74,7.8125,0.1815,,,,,,,,,,,,,,,
468.76,7.8129,0.1805,,,,,,,,,,,,,,,
468.78,7.8131,0.1821,,,,,,,,,,,,,,,
468.8,7.8135,0.1808,,,,,,,,,,,,,,,
468.82,7.8137,0.1806,,,,,,,,,,,,,,,
468.84,7.814,0.1809,,,,,,,,,,,,,,,
468.86,7.8144,0.1804,,,,,,,,,,,,,,,
468.88,7.8148,0.1812,,,,,,,,,,,,,,,
468.9,7.815,0.1809,,,,,,,,,,,,,,,
468.92,7.8154,0.1807,,,,,,,,,,,,,,,
468.94,7.8156,0.1809,,,,,,,,,,,,,,,
468.96,7.816,0.1807,,,,,,,,,,,,,,,
468.98,7.8162,0.1804,,,,,,,,,,,,,,,
469,7.8167,0.1818,,,,,,,,,,,,,,,
469.02,7.8169,0.181,,,,,,,,,,,,,,,
469.04,7.8173,0.1808,,,,,,,,,,,,,,,
469.06,7.8175,0.1822,,,,,,,,,,,,,,,
469.08,7.8179,0.1815,,,,,,,,,,,,,,,
469.1,7.8183,0.1816,,,,,,,,,,,,,,,
469.12,7.8185,0.1811,,,,,,,,,,,,,,,
469.14,7.819,0.1815,,,,,,,,,,,,,,,
469.16,7.8194,0.1817,,,,,,,,,,,,,,,
469.18,7.8196,0.1816,,,,,,,,,,,,,,,
469.2,7.82,0.1816,,,,,,,,,,,,,,,
469.22,7.8204,0.1804,,,,,,,,,,,,,,,
469.24,7.8206,0.1819,,,,,,,,,,,,,,,
469.26,7.821,0.1809,,,,,,,,,,,,,,,
469.28,7.8215,0.1817,,,,,,,,,,,,,,,
469.3,7.8217,0.1816,,,,,,,,,,,,,,,
469.32,7.8221,0.1817,,,,,,,,,,,,,,,
469.34,7.8223,0.1813,,,,,,,,,,,,,,,
469.36,7.8227,0.1809,,,,,,,,,,,,,,,
469.38,7.8229,0.1818,,,,,,,,,,,,,,,
469.4,7.8231,0.1804,,,,,,,,,,,,,,,
469.42,7.8235,0.1814,,,,,,,,,,,,,,,
469.44,7.824,0.1819,,,,,,,,,,,,,,,
469.46,7.8242,0.1808,,,,,,,,,,,,,,,
469.48,7.8244,0.1809,,,,,,,,,,,,,,,
469.5,7.8248,0.1815,,,,,,,,,,,,,,,
469.52,7.8252,0.1823,,,,,,,,,,,,,,,
469.54,7.8254,0.1824,,,,,,,,,,,,,,,
469.56,7.8256,0.1807,,,,,,,,,,,,,,,
469.58,7.826,0.1811,,,,,,,,,,,,,,,
469.6,7.8265,0.1818,,,,,,,,,,,,,,,
469.62,7.8267,0.1822,,,,,,,,,,,,,,,
469.64,7.8271,0.1808,,,,,,,,,,,,,,,
469.66,7.8275,0.181,,,,,,,,,,,,,,,
469.68,7.8277,0.1812,,,,,,,,,,,,,,,
469.7,7.8281,0.1812,,,,,,,,,,,,,,,
469.72,7.8285,0.1816,,,,,,,,,,,,,,,
469.74,7.8287,0.1808,,,,,,,,,,,,,,,
469.76,7.8292,0.1818,,,,,,,,,,,,,,,
469.78,7.8296,0.1806,,,,,,,,,,,,,,,
469.8,7.8298,0.1811,,,,,,,,,,,,,,,
469.82,7.8302,0.1824,,,,,,,,,,,,,,,
469.84,7.8306,0.1807,,,,,,,,,,,,,,,
469.86,7.8308,0.1824,,,,,,,,,,,,,,,
469.88,7.8312,0.1812,,,,,,,,,,,,,,,
469.9,7.8315,0.182,,,,,,,,,,,,,,,
469.92,7.8319,0.1814,,,,,,,,,,,,,,,
469.94,7.8323,0.1811,,,,,,,,,,,,,,,
469.96,7.8325,0.1808,,,,,,,,,,,,,,,
469.98,7.8329,0.1819,,,,,,,,,,,,,,,
470,7.8331,0.1827,,,,,,,,,,,,,,,
470.02,7.8335,0.1814,,,,,,,,,,,,,,,
470.04,7.834,0.181,,,,,,,,,,,,,,,
470.06,7.8342,0.181,,,,,,,,,,,,,,,
470.08,7.8346,0.1816,,,,,,,,,,,,,,,
470.1,7.8348,0.1815,,,,,,,,,,,,,,,
470.12,7.8352,0.1823,,,,,,,,,,,,,,,
470.14,7.8356,0.1841,,,,,,,,,,,,,,,
470.16,7.8358,0.1827,,,,,,,,,,,,,,,
470.18,7.8362,0.1829,,,,,,,,,,,,,,,
470.2,7.8367,0.1819,,,,,,,,,,,,,,,
470.22,7.8369,0.1816,,,,,,,,,,,,,,,
470.24,7.8373,0.1828,,,,,,,,,,,,,,,
470.26,7.8377,0.1813,,,,,,,,,,,,,,,
470.28,7.8379,0.1806,,,,,,,,,,,,,,,
470.3,7.8383,0.1812,,,,,,,,,,,,,,,
470.32,7.8385,0.1819,,,,,,,,,,,,,,,
470.34,7.839,0.1815,,,,,,,,,,,,,,,
470.36,7.8394,0.1812,,,,,,,,,,,,,,,
470.38,7.8396,0.1812,,,,,,,,,,,,,,,
470.4,7.84,0.1808,,,,,,,,,,,,,,,
470.42,7.8404,0.1823,,,,,,,,,,,,,,,
470.44,7.8406,0.182,,,,,,,,,,,,,,,
470.46,7.841,0.1822,,,,,,,,,,,,,,,
470.48,7.8415,0.1814,,,,,,,,,,,,,,,
470.5,7.8417,0.1815,,,,,,,,,,,,,,,
470.52,7.8421,0.1829,,,,,,,,,,,,,,,
470.54,7.8425,0.1807,,,,,,,,,,,,,,,
470.56,7.8427,0.1823,,,,,,,,,,,,,,,
470.58,7.8431,0.1824,,,,,,,,,,,,,,,
470.6,7.8435,0.1816,,,,,,,,,,,,,,,
470.62,7.8437,0.183,,,,,,,,,,,,,,,
470.64,7.844,0.1809,,,,,,,,,,,,,,,
470.66,7.8444,0.1818,,,,,,,,,,,,,,,
470.68,7.8448,0.1827,,,,,,,,,,,,,,,
470.7,7.845,0.1811,,,,,,,,,,,,,,,
470.72,7.8454,0.1817,,,,,,,,,,,,,,,
470.74,7.8456,0.1819,,,,,,,,,,,,,,,
470.76,7.846,0.182,,,,,,,,,,,,,,,
470.78,7.8465,0.1821,,,,,,,,,,,,,,,
470.8,7.8467,0.1817,,,,,,,,,,,,,,,
470.82,7.8471,0.1818,,,,,,,,,,,,,,,
470.84,7.8473,0.1822,,,,,,,,,,,,,,,
470.86,7.8477,0.1807,,,,,,,,,,,,,,,
470.88,7.8479,0.1815,,,,,,,,,,,,,,,
470.9,7.8483,0.1824,,,,,,,,,,,,,,,
470.92,7.8487,0.1809,,,,,,,,,,,,,,,
470.94,7.849,0.1808,,,,,,,,,,,,,,,
470.96,7.8494,0.1812,,,,,,,,,,,,,,,
470.98,7.8496,0.181,,,,,,,,,,,,,,,
471,7.85,0.1823,,,,,,,,,,,,,,,
471.02,7.8502,0.18,,,,,,,,,,,,,,,
471.04,7.8506,0.181,,,,,,,,,,,,,,,
471.06,7.851,0.1822,,,,,,,,,,,,,,,
471.08,7.8512,0.1822,,,,,,,,,,,,,,,
471.1,7.8517,0.1821,,,,,,,,,,,,,,,
471.12,7.8519,0.1816,,,,,,,,,,,,,,,
471.14,7.8523,0.1817,,,,,,,,,,,,,,,
471.16,7.8525,0.1819,,,,,,,,,,,,,,,
471.18,7.8529,0.1821,,,,,,,,,,,,,,,
471.2,7.8531,0.182,,,,,,,,,,,,,,,
471.22,7.8533,0.1831,,,,,,,,,,,,,,,
471.24,7.8537,0.181,,,,,,,,,,,,,,,
471.26,7.8542,0.1817,,,,,,,,,,,,,,,
471.28,7.8544,0.1819,,,,,,,,,,,,,,,
471.3,7.8548,0.1806,,,,,,,,,,,,,,,
471.32,7.855,0.1824,,,,,,,,,,,,,,,
471.34,7.8554,0.1811,,,,,,,,,,,,,,,
471.36,7.8558,0.1821,,,,,,,,,,,,,,,
471.38,7.856,0.1827,,,,,,,,,,,,,,,
471.4,7.8565,0.1807,,,,,,,,,,,,,,,
471.42,7.8567,0.1816,,,,,,,,,,,,,,,
471.44,7.8571,0.1824,,,,,,,,,,,,,,,
471.46,7.8575,0.1823,,,,,,,,,,,,,,,
471.48,7.8579,0.1816,,,,,,,,,,,,,,,
471.5,7.8581,0.1818,,,,,,,,,,,,,,,
471.52,7.8585,0.1822,,,,,,,,,,,,,,,
471.54,7.859,0.1823,,,,,,,,,,,,,,,
471.56,7.8594,0.1824,,,,,,,,,,,,,,,
471.58,7.8596,0.1813,,,,,,,,,,,,,,,
471.6,7.86,0.1826,,,,,,,,,,,,,,,
471.62,7.8602,0.1829,,,,,,,,,,,,,,,
471.64,7.8606,0.1822,,,,,,,,,,,,,,,
471.66,7.861,0.1824,,,,,,,,,,,,,,,
471.68,7.8612,0.1819,,,,,,,,,,,,,,,
471.7,7.8617,0.1821,,,,,,,,,,,,,,,
471.72,7.8619,0.1815,,,,,,,,,,,,,,,
471.74,7.8623,0.1823,,,,,,,,,,,,,,,
471.76,7.8625,0.1824,,,,,,,,,,,,,,,
471.78,7.8629,0.1807,,,,,,,,,,,,,,,
471.8,7.8631,0.183,,,,,,,,,,,,,,,
471.82,7.8635,0.1825,,,,,,,,,,,,,,,
471.84,7.864,0.182,,,,,,,,,,,,,,,
471.86,7.8642,0.1824,,,,,,,,,,,,,,,
471.88,7.8644,0.1811,,,,,,,,,,,,,,,
471.9,7.8648,0.1818,,,,,,,,,,,,,,,
471.92,7.865,0.1831,,,,,,,,,,,,,,,
471.94,7.8654,0.1819,,,,,,,,,,,,,,,
471.96,7.8656,0.1813,,,,,,,,,,,,,,,
471.98,7.866,0.183,,,,,,,,,,,,,,,
472,7.8665,0.1824,,,,,,,,,,,,,,,
472.02,7.8667,0.1822,,,,,,,,,,,,,,,
472.04,7.8671,0.1815,,,,,,,,,,,,,,,
472.06,7.8673,0.1822,,,,,,,,,,,,,,,
472.08,7.8677,0.1823,,,,,,,,,,,,,,,
472.1,7.8681,0.1807,,,,,,,,,,,,,,,
472.12,7.8685,0.1815,,,,,,,,,,,,,,,
472.14,7.8687,0.1825,,,,,,,,,,,,,,,
472.16,7.8692,0.1819,,,,,,,,,,,,,,,
472.18,7.8696,0.1817,,,,,,,,,,,,,,,
472.2,7.8698,0.1824,,,,,,,,,,,,,,,
472.22,7.8702,0.1822,,,,,,,,,,,,,,,
472.24,7.8706,0.1826,,,,,,,,,,,,,,,
472.26,7.8708,0.1828,,,,,,,,,,,,,,,
472.28,7.8712,0.182,,,,,,,,,,,,,,,
472.3,7.8717,0.1822,,,,,,,,,,,,,,,
472.32,7.8719,0.1826,,,,,,,,,,,,,,,
472.34,7.8723,0.1824,,,,,,,,,,,,,,,
472.36,7.8725,0.1827,,,,,,,,,,,,,,,
472.38,7.8729,0.1822,,,,,,,,,,,,,,,
472.4,7.8731,0.1826,,,,,,,,,,,,,,,
472.42,7.8735,0.1824,,,,,,,,,,,,,,,
472.44,7.874,0.1824,,,,,,,,,,,,,,,
472.46,7.8742,0.184,,,,,,,,,,,,,,,
472.48,7.8746,0.1819,,,,,,,,,,,,,,,
472.5,7.8748,0.1827,,,,,,,,,,,,,,,
472.52,7.8752,0.1832,,,,,,,,,,,,,,,
472.54,7.8756,0.1814,,,,,,,,,,,,,,,
472.56,7.8758,0.1836,,,,,,,,,,,,,,,
472.58,7.8762,0.1821,,,,,,,,,,,,,,,
472.6,7.8765,0.1818,,,,,,,,,,,,,,,
472.62,7.8769,0.1824,,,,,,,,,,,,,,,
472.64,7.8773,0.1824,,,,,,,,,,,,,,,
472.66,7.8775,0.1818,,,,,,,,,,,,,,,
472.68,7.8779,0.1824,,,,,,,,,,,,,,,
472.7,7.8783,0.1825,,,,,,,,,,,,,,,
472.72,7.8787,0.1825,,,,,,,,,,,,,,,
472.74,7.879,0.1838,,,,,,,,,,,,,,,
472.76,7.8794,0.1832,,,,,,,,,,,,,,,
472.78,7.8796,0.1821,,,,,,,,,,,,,,,
472.8,7.88,0.1824,,,,,,,,,,,,,,,
472.82,7.8804,0.1833,,,,,,,,,,,,,,,
472.84,7.8806,0.1836,,,,,,,,,,,,,,,
472.86,7.881,0.1822,,,,,,,,,,,,,,,
472.88,7.8815,0.1829,,,,,,,,,,,,,,,
472.9,7.8817,0.1827,,,,,,,,,,,,,,,
472.92,7.8821,0.1827,,,,,,,,,,,,,,,
472.94,7.8823,0.1835,,,,,,,,,,,,,,,
472.96,7.8827,0.1817,,,,,,,,,,,,,,,
472.98,7.8831,0.1829,,,,,,,,,,,,,,,
473,7.8833,0.1832,,,,,,,,,,,,,,,
473.02,7.8837,0.1827,,,,,,,,,,,,,,,
473.04,7.884,0.1831,,,,,,,,,,,,,,,
473.06,7.8844,0.1833,,,,,,,,,,,,,,,
473.08,7.8848,0.183,,,,,,,,,,,,,,,
473.1,7.885,0.1826,,,,,,,,,,,,,,,
473.12,7.8852,0.1838,,,,,,,,,,,,,,,
473.14,7.8856,0.1828,,,,,,,,,,,,,,,
473.16,7.886,0.1834,,,,,,,,,,,,,,,
473.18,7.8865,0.1829,,,,,,,,,,,,,,,
473.2,7.8867,0.183,,,,,,,,,,,,,,,
473.22,7.8871,0.184,,,,,,,,,,,,,,,
473.24,7.8873,0.1815,,,,,,,,,,,,,,,
473.26,7.8877,0.1831,,,,,,,,,,,,,,,
473.28,7.8879,0.1832,,,,,,,,,,,,,,,
473.3,7.8883,0.1828,,,,,,,,,,,,,,,
473.32,7.8887,0.1835,,,,,,,,,,,,,,,
473.34,7.889,0.1823,,,,,,,,,,,,,,,
473.36,7.8894,0.1828,,,,,,,,,,,,,,,
473.38,7.8896,0.1828,,,,,,,,,,,,,,,
473.4,7.89,0.1827,,,,,,,,,,,,,,,
473.42,7.8904,0.1821,,,,,,,,,,,,,,,
473.44,7.8906,0.1833,,,,,,,,,,,,,,,
473.46,7.891,0.1838,,,,,,,,,,,,,,,
473.48,7.8912,0.1833,,,,,,,,,,,,,,,
473.5,7.8917,0.1831,,,,,,,,,,,,,,,
473.52,7.8919,0.1826,,,,,,,,,,,,,,,
473.54,7.8923,0.1835,,,,,,,,,,,,,,,
473.56,7.8925,0.1829,,,,,,,,,,,,,,,
473.58,7.8929,0.1836,,,,,,,,,,,,,,,
473.6,7.8931,0.1831,,,,,,,,,,,,,,,
473.62,7.8935,0.1822,,,,,,,,,,,,,,,
473.64,7.8937,0.184,,,,,,,,,,,,,,,
473.66,7.8942,0.1823,,,,,,,,,,,,,,,
473.68,7.8944,0.1821,,,,,,,,,,,,,,,
473.7,7.8948,0.1828,,,,,,,,,,,,,,,
473.72,7.8952,0.1828,,,,,,,,,,,,,,,
473.74,7.8954,0.1847,,,,,,,,,,,,,,,
473.76,7.8958,0.1834,,,,,,,,,,,,,,,
473.78,7.8962,0.1821,,,,,,,,,,,,,,,
473.8,7.8965,0.1823,,,,,,,,,,,,,,,
473.82,7.8969,0.1832,,,,,,,,,,,,,,,
473.84,7.8973,0.1831,,,,,,,,,,,,,,,
473.86,7.8975,0.182,,,,,,,,,,,,,,,
473.88,7.8979,0.1827,,,,,,,,,,,,,,,
473.9,7.8981,0.1824,,,,,,,,,,,,,,,
473.92,7.8985,0.1837,,,,,,,,,,,,,,,
473.94,7.899,0.1831,,,,,,,,,,,,,,,
473.96,7.8992,0.1828,,,,,,,,,,,,,,,
473.98,7.8996,0.1829,,,,,,,,,,,,,,,
474,7.9,0.1827,,,,,,,,,,,,,,,
474.02,7.9004,0.1836,,,,,,,,,,,,,,,
474.04,7.9008,0.1824,,,,,,,,,,,,,,,
474.06,7.901,0.1833,,,,,,,,,,,,,,,
474.08,7.9015,0.1834,,,,,,,,,,,,,,,
474.1,7.9019,0.1827,,,,,,,,,,,,,,,
474.12,7.9023,0.1842,,,,,,,,,,,,,,,
474.14,7.9025,0.184,,,,,,,,,,,,,,,
474.16,7.9029,0.1844,,,,,,,,,,,,,,,
474.18,7.9031,0.1848,,,,,,,,,,,,,,,
474.2,7.9035,0.1856,,,,,,,,,,,,,,,
474.22,7.9037,0.1836,,,,,,,,,,,,,,,
474.24,7.9042,0.1832,,,,,,,,,,,,,,,
474.26,7.9044,0.183,,,,,,,,,,,,,,,
474.28,7.9046,0.1829,,,,,,,,,,,,,,,
474.3,7.905,0.1845,,,,,,,,,,,,,,,
474.32,7.9052,0.1836,,,,,,,,,,,,,,,
474.34,7.9056,0.1835,,,,,,,,,,,,,,,
474.36,7.9058,0.183,,,,,,,,,,,,,,,
474.38,7.9062,0.1831,,,,,,,,,,,,,,,
474.4,7.9065,0.1844,,,,,,,,,,,,,,,
474.42,7.9069,0.183,,,,,,,,,,,,,,,
474.44,7.9073,0.1834,,,,,,,,,,,,,,,
474.46,7.9075,0.1836,,,,,,,,,,,,,,,
474.48,7.9079,0.1831,,,,,,,,,,,,,,,
474.5,7.9083,0.1835,,,,,,,,,,,,,,,
474.52,7.9085,0.1831,,,,,,,,,,,,,,,
474.54,7.909,0.183,,,,,,,,,,,,,,,
474.56,7.9094,0.1831,,,,,,,,,,,,,,,
474.58,7.9096,0.1836,,,,,,,,,,,,,,,
474.6,7.91,0.1822,,,,,,,,,,,,,,,
474.62,7.9104,0.183,,,,,,,,,,,,,,,
474.64,7.9106,0.1842,,,,,,,,,,,,,,,
474.66,7.911,0.1836,,,,,,,,,,,,,,,
474.68,7.9112,0.1839,,,,,,,,,,,,,,,
474.7,7.9117,0.1825,,,,,,,,,,,,,,,
474.72,7.9121,0.1836,,,,,,,,,,,,,,,
474.74,7.9123,0.1837,,,,,,,,,,,,,,,
474.76,7.9127,0.1834,,,,,,,,,,,,,,,
474.78,7.9129,0.1843,,,,,,,,,,,,,,,
474.8,7.9133,0.1826,,,,,,,,,,,,,,,
474.82,7.9137,0.1843,,,,,,,,,,,,,,,
474.84,7.914,0.1832,,,,,,,,,,,,,,,
474.86,7.9144,0.1816,,,,,,,,,,,,,,,
474.88,7.9146,0.1841,,,,,,,,,,,,,,,
474.9,7.915,0.1838,,,,,,,,,,,,,,,
474.92,7.9154,0.1831,,,,,,,,,,,,,,,
474.94,7.9156,0.1835,,,,,,,,,,,,,,,
474.96,7.916,0.1821,,,,,,,,,,,,,,,
474.98,7.9162,0.1835,,,,,,,,,,,,,,,
475,7.9167,0.1845,,,,,,,,,,,,,,,
475.02,7.9171,0.1831,,,,,,,,,,,,,,,
475.04,7.9173,0.1831,,,,,,,,,,,,,,,
475.06,7.9177,0.1832,,,,,,,,,,,,,,,
475.08,7.9181,0.1836,,,,,,,,,,,,,,,
475.1,7.9185,0.1834,,,,,,,,,,,,,,,
475.12,7.9187,0.1827,,,,,,,,,,,,,,,
475.14,7.9192,0.1833,,,,,,,,,,,,,,,
475.16,7.9196,0.1837,,,,,,,,,,,,,,,
475.18,7.9198,0.183,,,,,,,,,,,,,,,
475.2,7.9202,0.1844,,,,,,,,,,,,,,,
475.22,7.9206,0.1833,,,,,,,,,,,,,,,
475.24,7.9208,0.1834,,,,,,,,,,,,,,,
475.26,7.9212,0.1841,,,,,,,,,,,,,,,
475.28,7.9215,0.1836,,,,,,,,,,,,,,,
475.3,7.9219,0.1846,,,,,,,,,,,,,,,
475.32,7.9223,0.1835,,,,,,,,,,,,,,,
475.34,7.9225,0.1838,,,,,,,,,,,,,,,
475.36,7.9229,0.1824,,,,,,,,,,,,,,,
475.38,7.9231,0.1843,,,,,,,,,,,,,,,
475.4,7.9235,0.1837,,,,,,,,,,,,,,,
475.42,7.924,0.1838,,,,,,,,,,,,,,,
475.44,7.9242,0.1845,,,,,,,,,,,,,,,
475.46,7.9244,0.183,,,,,,,,,,,,,,,
475.48,7.9248,0.185,,,,,,,,,,,,,,,
475.5,7.9252,0.1832,,,,,,,,,,,,,,,
475.52,7.9256,0.184,,,,,,,,,,,,,,,
475.54,7.9258,0.1847,,,,,,,,,,,,,,,
475.56,7.9262,0.1829,,,,,,,,,,,,,,,
475.58,7.9265,0.1834,,,,,,,,,,,,,,,
475.6,7.9269,0.1828,,,,,,,,,,,,,,,
475.62,7.9273,0.1836,,,,,,,,,,,,,,,
475.64,7.9275,0.1843,,,,,,,,,,,,,,,
475.66,7.9279,0.1836,,,,,,,,,,,,,,,
475.68,7.9283,0.1843,,,,,,,,,,,,,,,
475.7,7.9285,0.1838,,,,,,,,,,,,,,,
475.72,7.929,0.1843,,,,,,,,,,,,,,,
475.74,7.9294,0.1837,,,,,,,,,,,,,,,
475.76,7.9296,0.1836,,,,,,,,,,,,,,,
475.78,7.9298,0.1834,,,,,,,,,,,,,,,
475.8,7.9302,0.1836,,,,,,,,,,,,,,,
475.82,7.9306,0.1845,,,,,,,,,,,,,,,
475.84,7.9308,0.1843,,,,,,,,,,,,,,,
475.86,7.9312,0.185,,,,,,,,,,,,,,,
475.88,7.9315,0.1838,,,,,,,,,,,,,,,
475.9,7.9319,0.1834,,,,,,,,,,,,,,,
475.92,7.9321,0.1837,,,,,,,,,,,,,,,
475.94,7.9325,0.1838,,,,,,,,,,,,,,,
475.96,7.9327,0.1858,,,,,,,,,,,,,,,
475.98,7.9331,0.1828,,,,,,,,,,,,,,,
476,7.9333,0.1831,,,,,,,,,,,,,,,
476.02,7.9337,0.1844,,,,,,,,,,,,,,,
476.04,7.9342,0.1841,,,,,,,,,,,,,,,
476.06,7.9344,0.1842,,,,,,,,,,,,,,,
476.08,7.9348,0.1847,,,,,,,,,,,,,,,
476.1,7.935,0.1838,,,,,,,,,,,,,,,
476.12,7.9354,0.1835,,,,,,,,,,,,,,,
476.14,7.9358,0.1848,,,,,,,,,,,,,,,
476.16,7.936,0.1835,,,,,,,,,,,,,,,
476.18,7.9365,0.1843,,,,,,,,,,,,,,,
476.2,7.9369,0.1838,,,,,,,,,,,,,,,
476.22,7.9373,0.1832,,,,,,,,,,,,,,,
476.24,7.9375,0.1843,,,,,,,,,,,,,,,
476.26,7.9379,0.1835,,,,,,,,,,,,,,,
476.28,7.9381,0.1846,,,,,,,,,,,,,,,
476.3,7.9385,0.1844,,,,,,,,,,,,,,,
476.32,7.939,0.1847,,,,,,,,,,,,,,,
476.34,7.9392,0.1848,,,,,,,,,,,,,,,
476.36,7.9396,0.1826,,,,,,,,,,,,,,,
476.38,7.94,0.1844,,,,,,,,,,,,,,,
476.4,7.9402,0.1843,,,,,,,,,,,,,,,
476.42,7.9406,0.1836,,,,,,,,,,,,,,,
476.44,7.941,0.1841,,,,,,,,,,,,,,,
476.46,7.9412,0.1831,,,,,,,,,,,,,,,
476.48,7.9417,0.1842,,,,,,,,,,,,,,,
476.5,7.9419,0.1845,,,,,,,,,,,,,,,
476.52,7.9423,0.1838,,,,,,,,,,,,,,,
476.54,7.9425,0.1829,,,,,,,,,,,,,,,
476.56,7.9429,0.1837,,,,,,,,,,,,,,,
476.58,7.9431,0.1841,,,,,,,,,,,,,,,
476.6,7.9435,0.1841,,,,,,,,,,,,,,,
476.62,7.9437,0.1853,,,,,,,,,,,,,,,
476.64,7.9442,0.1833,,,,,,,,,,,,,,,
476.66,7.9444,0.1847,,,,,,,,,,,,,,,
476.68,7.9448,0.1847,,,,,,,,,,,,,,,
476.7,7.945,0.1838,,,,,,,,,,,,,,,
476.72,7.9454,0.1848,,,,,,,,,,,,,,,
476.74,7.9458,0.1838,,,,,,,,,,,,,,,
476.76,7.946,0.1841,,,,,,,,,,,,,,,
476.78,7.9465,0.1844,,,,,,,,,,,,,,,
476.8,7.9467,0.1843,,,,,,,,,,,,,,,
476.82,7.9471,0.1842,,,,,,,,,,,,,,,
476.84,7.9475,0.1846,,,,,,,,,,,,,,,
476.86,7.9477,0.1843,,,,,,,,,,,,,,,
476.88,7.9481,0.1839,,,,,,,,,,,,,,,
476.9,7.9485,0.1849,,,,,,,,,,,,,,,
476.92,7.9487,0.1848,,,,,,,,,,,,,,,
476.94,7.9492,0.184,,,,,,,,,,,,,,,
476.96,7.9496,0.184,,,,,,,,,,,,,,,
476.98,7.9498,0.1844,,,,,,,,,,,,,,,
477,7.9502,0.1841,,,,,,,,,,,,,,,
477.02,7.9506,0.1846,,,,,,,,,,,,,,,
477.04,7.9508,0.1844,,,,,,,,,,,,,,,
477.06,7.9512,0.1842,,,,,,,,,,,,,,,
477.08,7.9515,0.1843,,,,,,,,,,,,,,,
477.1,7.9519,0.1853,,,,,,,,,,,,,,,
477.12,7.9523,0.183,,,,,,,,,,,,,,,
477.14,7.9525,0.1855,,,,,,,,,,,,,,,
477.16,7.9529,0.1856,,,,,,,,,,,,,,,
477.18,7.9531,0.1835,,,,,,,,,,,,,,,
477.2,7.9535,0.1844,,,,,,,,,,,,,,,
477.22,7.9537,0.1852,,,,,,,,,,,,,,,
477.24,7.9542,0.1842,,,,,,,,,,,,,,,
477.26,7.9544,0.1834,,,,,,,,,,,,,,,
477.28,7.9548,0.1845,,,,,,,,,,,,,,,
477.3,7.9552,0.1841,,,,,,,,,,,,,,,
477.32,7.9554,0.1852,,,,,,,,,,,,,,,
477.34,7.9558,0.1841,,,,,,,,,,,,,,,
477.36,7.9562,0.1839,,,,,,,,,,,,,,,
477.38,7.9565,0.1853,,,,,,,,,,,,,,,
477.4,7.9569,0.1833,,,,,,,,,,,,,,,
477.42,7.9573,0.1855,,,,,,,,,,,,,,,
477.44,7.9575,0.1848,,,,,,,,,,,,,,,
477.46,7.9579,0.1854,,,,,,,,,,,,,,,
477.48,7.9583,0.1851,,,,,,,,,,,,,,,
477.5,7.9585,0.1845,,,,,,,,,,,,,,,
477.52,7.959,0.1855,,,,,,,,,,,,,,,
477.54,7.9594,0.184,,,,,,,,,,,,,,,
477.56,7.9596,0.1839,,,,,,,,,,,,,,,
477.58,7.96,0.1847,,,,,,,,,,,,,,,
477.6,7.9604,0.1851,,,,,,,,,,,,,,,
477.62,7.9606,0.1847,,,,,,,,,,,,,,,
477.64,7.9608,0.1845,,,,,,,,,,,,,,,
477.66,7.9612,0.1842,,,,,,,,,,,,,,,
477.68,7.9617,0.1843,,,,,,,,,,,,,,,
477.7,7.9619,0.1849,,,,,,,,,,,,,,,
477.72,7.9623,0.1836,,,,,,,,,,,,,,,
477.74,7.9625,0.1842,,,,,,,,,,,,,,,
477.76,7.9629,0.185,,,,,,,,,,,,,,,
