Results Table 1,,,,,,,,,,,,,,,,,
,Specimen label,,,,,,,,,,,,,,,,
3,CF-CO-6,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Time,Displacement,Force,,,,,,,,,,,,,,,
(s),(mm),(N),,,,,,,,,,,,,,,
0,0,-0.0008,,,,,,,,,,,,,,,
0.02,0,-0.0017,,,,,,,,,,,,,,,
0.04,0,0.0021,,,,,,,,,,,,,,,
0.06,0,0.0015,,,,,,,,,,,,,,,
0.08,0,0.0001,,,,,,,,,,,,,,,
0.1,0.0004,-0.0016,,,,,,,,,,,,,,,
0.12,0.0004,0,,,,,,,,,,,,,,,
0.14,0.0004,0.0043,,,,,,,,,,,,,,,
0.16,0.0004,0.0022,,,,,,,,,,,,,,,
0.18,0.0004,0.0015,,,,,,,,,,,,,,,
0.2,0.0006,0.0004,,,,,,,,,,,,,,,
0.22,0.0008,-0.0019,,,,,,,,,,,,,,,
0.24,0.001,-0.0021,,,,,,,,,,,,,,,
0.26,0.0015,-0.0007,,,,,,,,,,,,,,,
0.28,0.0019,0.0023,,,,,,,,,,,,,,,
0.3,0.0023,0.0032,,,,,,,,,,,,,,,
0.32,0.0029,-0.0005,,,,,,,,,,,,,,,
0.34,0.0033,-0.0011,,,,,,,,,,,,,,,
0.36,0.0037,0.0017,,,,,,,,,,,,,,,
0.38,0.0044,0.003,,,,,,,,,,,,,,,
0.4,0.0048,0.0026,,,,,,,,,,,,,,,
0.42,0.0052,-0.0004,,,,,,,,,,,,,,,
0.44,0.0058,-0.0025,,,,,,,,,,,,,,,
0.46,0.0062,0,,,,,,,,,,,,,,,
0.48,0.0067,0.0004,,,,,,,,,,,,,,,
0.5,0.0071,0.0008,,,,,,,,,,,,,,,
0.52,0.0077,0.0019,,,,,,,,,,,,,,,
0.54,0.0081,0.0005,,,,,,,,,,,,,,,
0.56,0.0085,0.0021,,,,,,,,,,,,,,,
0.58,0.009,0.0012,,,,,,,,,,,,,,,
0.6,0.0094,0,,,,,,,,,,,,,,,
0.62,0.0098,0.0002,,,,,,,,,,,,,,,
0.64,0.0102,-0.001,,,,,,,,,,,,,,,
0.66,0.0106,0.0007,,,,,,,,,,,,,,,
0.68,0.0108,0.0024,,,,,,,,,,,,,,,
0.7,0.0112,0.0017,,,,,,,,,,,,,,,
0.72,0.0117,-0.0002,,,,,,,,,,,,,,,
0.74,0.0121,0.0018,,,,,,,,,,,,,,,
0.76,0.0123,0.0017,,,,,,,,,,,,,,,
0.78,0.0127,0.0026,,,,,,,,,,,,,,,
0.8,0.0131,0.0013,,,,,,,,,,,,,,,
0.82,0.0133,-0.0011,,,,,,,,,,,,,,,
0.84,0.0137,0,,,,,,,,,,,,,,,
0.86,0.014,-0.0021,,,,,,,,,,,,,,,
0.88,0.0144,-0.0004,,,,,,,,,,,,,,,
0.9,0.0148,0.0027,,,,,,,,,,,,,,,
0.92,0.015,0.0027,,,,,,,,,,,,,,,
0.94,0.0154,0.0021,,,,,,,,,,,,,,,
0.96,0.0156,-0.0005,,,,,,,,,,,,,,,
0.98,0.016,0.0003,,,,,,,,,,,,,,,
1,0.0165,0.0016,,,,,,,,,,,,,,,
1.02,0.0169,0.0002,,,,,,,,,,,,,,,
1.04,0.0171,0.0005,,,,,,,,,,,,,,,
1.06,0.0175,0.0006,,,,,,,,,,,,,,,
1.08,0.0179,0.0007,,,,,,,,,,,,,,,
1.1,0.0183,0.0017,,,,,,,,,,,,,,,
1.12,0.0187,0.0017,,,,,,,,,,,,,,,
1.14,0.019,0.0014,,,,,,,,,,,,,,,
1.16,0.0194,0.0016,,,,,,,,,,,,,,,
1.18,0.0196,0.0022,,,,,,,,,,,,,,,
1.2,0.02,0.0009,,,,,,,,,,,,,,,
1.22,0.0204,0.0017,,,,,,,,,,,,,,,
1.24,0.0206,-0.0002,,,,,,,,,,,,,,,
1.26,0.021,-0.0013,,,,,,,,,,,,,,,
1.28,0.0212,0.001,,,,,,,,,,,,,,,
1.3,0.0217,0.0008,,,,,,,,,,,,,,,
1.32,0.0221,0.0025,,,,,,,,,,,,,,,
1.34,0.0223,0.0016,,,,,,,,,,,,,,,
1.36,0.0227,0.0007,,,,,,,,,,,,,,,
1.38,0.0229,0.0008,,,,,,,,,,,,,,,
1.4,0.0233,0.0004,,,,,,,,,,,,,,,
1.42,0.0237,0.0014,,,,,,,,,,,,,,,
1.44,0.024,0.0016,,,,,,,,,,,,,,,
1.46,0.0242,0.0003,,,,,,,,,,,,,,,
1.48,0.0246,0.0001,,,,,,,,,,,,,,,
1.5,0.025,0.0008,,,,,,,,,,,,,,,
1.52,0.0254,0.0016,,,,,,,,,,,,,,,
1.54,0.0256,0.0036,,,,,,,,,,,,,,,
1.56,0.026,0.0015,,,,,,,,,,,,,,,
1.58,0.0262,0.0005,,,,,,,,,,,,,,,
1.6,0.0267,0.0017,,,,,,,,,,,,,,,
1.62,0.0271,-0.0004,,,,,,,,,,,,,,,
1.64,0.0275,-0.0006,,,,,,,,,,,,,,,
1.66,0.0277,0.001,,,,,,,,,,,,,,,
1.68,0.0281,0.0008,,,,,,,,,,,,,,,
1.7,0.0285,0.0037,,,,,,,,,,,,,,,
1.72,0.0287,0.0022,,,,,,,,,,,,,,,
1.74,0.0292,0.0017,,,,,,,,,,,,,,,
1.76,0.0296,0.0019,,,,,,,,,,,,,,,
1.78,0.0298,0,,,,,,,,,,,,,,,
1.8,0.0302,0.0012,,,,,,,,,,,,,,,
1.82,0.0306,0.0013,,,,,,,,,,,,,,,
1.84,0.0308,0.0005,,,,,,,,,,,,,,,
1.86,0.0312,0.001,,,,,,,,,,,,,,,
1.88,0.0317,0.0002,,,,,,,,,,,,,,,
1.9,0.0319,0.0004,,,,,,,,,,,,,,,
1.92,0.0323,0.0028,,,,,,,,,,,,,,,
1.94,0.0325,0.0028,,,,,,,,,,,,,,,
1.96,0.0329,0.001,,,,,,,,,,,,,,,
1.98,0.0333,0.0016,,,,,,,,,,,,,,,
2,0.0335,-0.0008,,,,,,,,,,,,,,,
2.02,0.034,0,,,,,,,,,,,,,,,
2.04,0.0342,0.0015,,,,,,,,,,,,,,,
2.06,0.0344,0.0003,,,,,,,,,,,,,,,
2.08,0.0348,0.0019,,,,,,,,,,,,,,,
2.1,0.0352,0.0009,,,,,,,,,,,,,,,
2.12,0.0354,0.0026,,,,,,,,,,,,,,,
2.14,0.0358,0.0021,,,,,,,,,,,,,,,
2.16,0.036,0.0019,,,,,,,,,,,,,,,
2.18,0.0365,0.0018,,,,,,,,,,,,,,,
2.2,0.0369,0.0015,,,,,,,,,,,,,,,
2.22,0.0371,0.0023,,,,,,,,,,,,,,,
2.24,0.0375,0.0016,,,,,,,,,,,,,,,
2.26,0.0377,-0.0002,,,,,,,,,,,,,,,
2.28,0.0381,0.0011,,,,,,,,,,,,,,,
2.3,0.0385,0.003,,,,,,,,,,,,,,,
2.32,0.0387,0.0025,,,,,,,,,,,,,,,
2.34,0.0392,0.002,,,,,,,,,,,,,,,
2.36,0.0396,0.0027,,,,,,,,,,,,,,,
2.38,0.0398,0.0005,,,,,,,,,,,,,,,
2.4,0.04,0.0012,,,,,,,,,,,,,,,
2.42,0.0404,0.0015,,,,,,,,,,,,,,,
2.44,0.0408,0.0003,,,,,,,,,,,,,,,
